new_order,payment,order_status,delivery,stock_level,total_time
0.689496,0.09117,0.172843,0.279205,0.129761,1.3624749999999999
0.513884,0.113788,0.065722,0.21849,0.107758,1.019642
0.501907,0.073151,0.059683,0.239768,0.094474,0.9689829999999999
0.540926,0.066279,0.061774,0.233952,0.093223,0.996154
0.544233,0.153332,0.07691,0.337214,0.108232,1.2199210000000003
0.524338,0.063554,0.093117,0.24041,0.071371,0.99279
0.545297,0.319908,0.073196,0.23025,0.079449,1.2481000000000002
0.507327,0.102707,0.103212,0.209519,0.076861,0.9996259999999999
0.527218,0.09382,0.105873,0.222856,0.072381,1.022148
0.536024,0.08554,0.060386,0.214366,0.070173,0.9664890000000002
0.530414,0.066779,0.060839,0.216533,0.06851,0.943075
0.467099,0.064953,0.059664,0.19416,0.093786,0.879662
0.501643,0.068734,0.062871,0.211689,0.071121,0.9160579999999999
0.526486,0.08839,0.07102,0.215185,0.082757,0.9838379999999999
0.60148,0.108064,0.067333,0.228253,0.080297,1.085427
0.492806,0.066463,0.059966,0.197773,0.07006,0.887068
0.516666,0.065782,0.095406,0.21789,0.072074,0.967818
0.533987,0.0654,0.060596,0.207716,0.071299,0.938998
0.490691,0.064816,0.147641,0.26819,0.066272,1.03761
0.572436,0.068086,0.097705,0.187481,0.065752,0.99146
0.500222,0.137427,0.075793,0.231166,0.068882,1.01349
0.58146,0.114125,0.083661,0.215899,0.076153,1.0712979999999999
0.483413,0.109804,0.0796,0.219185,0.083278,0.9752799999999999
0.498036,0.159148,0.086454,0.287242,0.078549,1.109429
0.513743,0.092025,0.060782,0.24537,0.073348,0.9852679999999999
0.545543,0.12301,0.075711,0.268211,0.082612,1.0950869999999997
0.496194,0.065517,0.061615,0.200088,0.07783,0.901244
0.552929,0.079418,0.076066,0.185827,0.070659,0.964899
0.49183,0.105592,0.148582,0.206186,0.054012,1.006202
0.598287,0.089263,0.077476,0.204037,0.063627,1.03269
0.526189,0.062473,0.083851,0.440641,0.066494,1.179648
0.511021,0.067809,0.064807,0.185297,0.068681,0.897615
0.567863,0.082695,0.094827,0.222507,0.066335,1.034227
0.481577,0.066127,0.060212,0.194821,0.059962,0.862699
0.495869,0.063365,0.08629,0.21753,0.079003,0.942057
0.507138,0.066734,0.060204,0.235371,0.073017,0.942464
0.480451,0.064301,0.060056,0.212239,0.056676,0.873723
0.515844,0.079929,0.079038,0.214315,0.080356,0.9694820000000001
0.536324,0.068286,0.073518,0.193904,0.064265,0.9362969999999999
0.542068,0.084486,0.312995,0.196448,0.071329,1.2073260000000001
0.585913,0.091397,0.063845,0.225712,0.060349,1.0272160000000001
0.54683,0.107688,0.075996,0.194771,0.060166,0.9854510000000001
0.505174,0.065641,0.090749,0.196445,0.073444,0.931453
0.596835,0.068069,0.099871,0.182154,0.058831,1.0057600000000002
0.481375,0.309033,0.061173,0.203307,0.067206,1.1220940000000001
0.49599,0.078782,0.057825,0.195329,0.048624,0.8765499999999999
0.558276,0.089602,0.076848,0.196731,0.079089,1.000546
0.542218,0.137439,0.060229,0.192855,0.069685,1.0024259999999998
0.518619,0.065167,0.099827,0.202924,0.060289,0.9468260000000001
0.509081,0.081309,0.063375,0.267625,0.063056,0.9844459999999999
0.526897,0.088869,0.059408,0.220497,0.075261,0.9709319999999999
0.524045,0.077065,0.06075,0.180944,0.063543,0.906347
0.489485,0.070188,0.065347,0.198263,0.076644,0.899927
0.508025,0.069204,0.09903,0.190171,0.062835,0.9292649999999999
0.530069,0.064628,0.066671,0.195094,0.058909,0.915371
