new_order,payment,order_status,delivery,stock_level,total_time
7.611998,1.389409,0.120451,299.132982,0.285103,308.539943
6.437756,1.000619,0.143054,0.01131,0.227735,7.820474000000001
18.254614,0.692554,0.078562,0.011178,0.190799,19.227707000000002
10.796232,1.362531,0.04237,30.852925,0.1323,43.186358
8.713511,1.603173,0.073187,0.099666,0.175232,10.664769
12.788152,0.714257,0.098185,0.010074,0.157954,13.768622
8.097355,0.562568,0.120329,0.010689,0.168288,8.959229
8.594573,0.877403,0.18861,0.010763,0.178905,9.850254000000001
4.508405,0.536291,0.12285,0.011328,0.204502,5.383375999999999
7.715882,2.528857,0.057225,0.010877,0.140947,10.453788000000001
3.104781,0.683746,0.084066,0.010505,0.183022,4.066120000000001
13.353346,0.618455,0.039067,0.010118,0.193209,14.214194999999998
12.027113,0.624191,0.181632,0.01114,0.152129,12.996205
16.059099,1.699164,0.036062,32.954171,0.224475,50.972971
7.995126,0.650664,0.090224,0.009736,0.167885,8.913635
13.466944,0.6333,0.166976,57.215695,0.216656,71.69957099999999
10.747818,1.327528,0.22975,0.011051,0.268698,12.584845
15.234915,1.13181,0.107399,43.768117,0.180151,60.422392
11.752592,0.994372,0.043957,56.735634,0.164248,69.690803
14.271933,1.373908,0.25902,24.881277,0.20182,40.987958
16.064033,0.479401,0.038798,19.581972,0.194562,36.358765999999996
10.590071,1.226581,0.036654,0.01051,0.192216,12.056032
16.195325,0.439119,0.107851,0.010861,0.196583,16.949739
0.10312,0.501887,0.347465,23.683095,0.178317,24.813884
13.460851,0.638567,0.040873,31.952441,0.197078,46.289809999999996
15.054169,0.584627,0.111763,0.011029,0.193954,15.955542
9.522618,0.578533,0.224931,0.009925,0.163099,10.499106000000001
3.940625,0.447084,0.470762,0.010561,0.120373,4.989405
8.819662,0.451451,0.404226,0.011859,0.171602,9.858799999999999
0.099104,0.641865,0.047522,0.009945,0.193651,0.9920869999999999
6.984299,0.767474,0.036815,32.26022,0.179202,40.22800999999999
4.701702,3.9973,0.253643,0.0544,0.472384,9.479429
10.953667,0.6506,0.042018,0.011161,0.192389,11.849835
8.580773,0.640108,0.038541,0.010553,0.166768,9.436743
0.247211,0.544751,0.045067,0.010251,0.230111,1.077391
14.58331,0.692074,0.097899,0.010802,0.179293,15.563378
0.072616,0.393192,0.088793,52.437651,0.309412,53.301664
14.362155,0.616029,0.15225,0.011172,0.196665,15.338270999999999
15.722597,0.380559,0.92133,0.010813,0.199771,17.23507
8.029858,0.482808,0.078231,0.011717,0.177253,8.779867000000003
4.990849,0.452333,0.166267,0.010899,0.191091,5.811439000000001
15.675319,0.548804,0.204873,0.010815,0.128024,16.567835
10.740896,0.523657,0.093587,40.829849,0.192404,52.380393000000005
25.26926,0.456005,0.085512,0.010517,0.204241,26.025535
15.848157,0.745186,0.038504,0.010663,0.193464,16.835974
15.958432,0.916443,0.098002,0.009563,0.330696,17.313136
13.538066,0.466601,0.164023,112.345431,0.417176,126.931297
9.59017,1.636679,0.088581,0.010995,0.323171,11.649596
20.358754,0.474076,0.180168,0.011081,0.257436,21.281515
9.91399,0.891129,0.340282,0.014766,0.238194,11.398361
9.753201,0.995288,0.111464,88.073465,0.206004,99.139422
17.493344,0.659235,0.041915,0.015242,0.517383,18.727119
9.430234,1.365136,0.254261,0.015982,0.180156,11.245769
