new_order,payment,order_status,delivery,stock_level,total_time
0.635279,0.074056,0.065745,0.278575,0.102779,1.156434
0.516901,0.073708,0.069029,0.217231,0.093402,0.9702710000000001
0.510051,0.076599,0.094083,0.217446,0.098596,0.9967750000000001
0.504547,0.101403,0.060822,0.205715,0.089809,0.962296
0.463031,0.08617,0.075735,0.196901,0.073406,0.895243
0.511652,0.06496,0.075911,0.186636,0.091879,0.931038
0.5001,0.067247,0.06166,0.198652,0.077415,0.9050740000000002
0.474543,0.105418,0.075118,0.203943,0.065873,0.9248949999999999
0.508842,0.08126,0.094355,0.196195,0.06625,0.946902
0.521678,0.086727,0.062402,0.203623,0.07508,0.94951
0.512714,0.074403,0.066024,0.18144,0.066242,0.900823
0.564203,0.088389,0.071489,0.193944,0.075403,0.9934280000000001
0.524901,0.065665,0.07418,0.176846,0.059974,0.9015659999999999
0.486158,0.074764,0.060566,0.184497,0.074663,0.880648
0.530428,0.07932,0.060045,0.182978,0.070888,0.923659
0.518824,0.076224,0.066777,0.19211,0.064969,0.9189039999999999
0.494752,0.066535,0.085168,0.187922,0.069884,0.904261
0.486056,0.065349,0.070919,0.180054,0.063535,0.865913
0.482895,0.064414,0.070787,0.171191,0.067561,0.856848
0.47306,0.097949,0.072897,0.214464,0.060138,0.918508
0.484278,0.065581,0.073611,0.17356,0.072261,0.8692909999999999
0.506397,0.099408,0.068846,0.203747,0.072672,0.9510699999999999
0.469206,0.068134,0.079219,0.202584,0.064223,0.8833660000000001
0.493546,0.064087,0.077744,0.178098,0.06441,0.877885
0.492836,0.076265,0.060624,0.1788,0.057033,0.8655579999999999
0.49658,0.066242,0.059712,0.168855,0.061519,0.852908
0.455618,0.074997,0.071101,0.199332,0.073875,0.874923
0.506459,0.101265,0.069838,0.193,0.070251,0.9408129999999998
0.528197,0.100213,0.071735,0.205848,0.06584,0.9718330000000001
0.504522,0.167045,0.076915,0.184928,0.076259,1.009669
0.497728,0.076082,0.096566,0.270176,0.054686,0.9952380000000001
0.543879,0.066546,0.059546,0.185386,0.068875,0.9242319999999999
0.475155,0.06589,0.068974,0.174474,0.068692,0.853185
0.495206,0.095533,0.059753,0.181502,0.061508,0.8935020000000001
0.487341,0.075396,0.161833,0.206969,0.079569,1.0111080000000001
0.482042,0.180437,0.138452,0.169968,0.057566,1.028465
0.514756,0.066027,0.069367,0.173171,0.055,0.878321
0.526853,0.065308,0.094033,0.204531,0.075442,0.9661670000000001
0.506319,0.066686,0.070063,0.200168,0.071779,0.915015
0.471618,0.083308,0.071903,0.192858,0.074589,0.8942760000000001
0.598047,0.078336,0.068895,0.194991,0.06677,1.007039
0.509646,0.064746,0.070169,0.16395,0.064211,0.8727220000000001
0.510594,0.089134,0.068273,0.178085,0.076746,0.9228320000000001
0.500144,0.065328,0.060424,0.169196,0.061909,0.857001
0.479383,0.085496,0.076622,0.1812,0.060752,0.883453
0.492479,0.075495,0.068811,0.176951,0.067647,0.8813829999999999
0.493472,0.065389,0.061481,0.173746,0.068984,0.8630720000000002
0.483353,0.066066,0.070091,0.182937,0.069689,0.872136
0.475939,0.100288,0.071107,0.21975,0.074049,0.9411330000000001
0.500459,0.064636,0.080778,0.169847,0.07221,0.88793
0.510646,0.073852,0.059982,0.180151,0.06829,0.8929210000000001
0.485559,0.170809,0.102291,0.205703,0.06934,1.0337020000000001
0.522006,0.098327,0.138099,0.19412,0.068281,1.0208329999999999
0.612897,0.077379,0.059491,0.174126,0.070132,0.9940249999999999
0.527501,0.101449,0.061675,0.201693,0.068032,0.96035
0.475458,0.06496,0.060628,0.197063,0.063642,0.8617509999999999
0.501652,0.064873,0.059069,0.172874,0.073692,0.8721599999999999
0.514521,0.098581,0.069333,0.178198,0.06264,0.923273
0.490308,0.065833,0.063936,0.205858,0.074322,0.900257
0.526857,0.065221,0.060788,0.192568,0.069755,0.9151889999999999
0.556846,0.142458,0.05943,0.177037,0.065131,1.000902
0.50857,0.066615,0.097541,0.182268,0.069379,0.9243729999999999
0.529566,0.064322,0.059208,0.177022,0.063565,0.893683
0.537129,0.086226,0.06822,0.193611,0.071688,0.956874
0.498353,0.108961,0.071993,0.197309,0.056674,0.9332900000000001
0.507275,0.099591,0.070592,0.176576,0.067004,0.9210379999999999
0.479843,0.11518,0.068259,0.207166,0.070046,0.9404939999999999
0.519902,0.141449,0.059291,0.198661,0.058811,0.9781139999999999
0.489003,0.065407,0.097092,0.183058,0.076153,0.910713
0.473315,0.074275,0.062797,0.199152,0.058619,0.868158
0.511559,0.163575,0.072077,0.202954,0.073452,1.023617
0.477548,0.078771,0.060542,0.175603,0.060019,0.8524830000000001
0.516143,0.065304,0.059684,0.199324,0.069308,0.909763
0.474812,0.073766,0.059465,0.19322,0.063038,0.8643010000000001
0.462858,0.065472,0.082569,0.167684,0.064436,0.843019
0.540586,0.078404,0.059669,0.171294,0.071404,0.921357
0.495574,0.065266,0.068854,0.195451,0.059292,0.884437
0.488345,0.09771,0.060085,0.19398,0.076411,0.916531
0.52341,0.073026,0.059967,0.194086,0.073341,0.92383
0.508546,0.065943,0.098973,0.187392,0.077151,0.938005
0.503167,0.065742,0.07549,0.203768,0.069394,0.9175609999999998
0.472276,0.097195,0.06986,0.193506,0.066051,0.898888
0.493122,0.075035,0.079902,0.194191,0.067585,0.9098350000000001
0.486944,0.066748,0.061027,0.211309,0.071869,0.897897
0.512269,0.073388,0.059969,0.177254,0.066319,0.8891990000000001
0.490097,0.076295,0.077903,0.248662,0.125711,1.018668
0.504411,0.074282,0.061048,0.191361,0.06691,0.898012
0.525728,0.066548,0.075929,0.18588,0.056386,0.910471
0.481936,0.079896,0.078147,0.201739,0.067678,0.909396
0.542149,0.075032,0.060444,0.178056,0.069072,0.9247529999999999
0.471655,0.07704,0.086608,0.181542,0.058966,0.8758109999999999
0.542388,0.105305,0.05831,0.191625,0.069081,0.9667089999999998
0.472935,0.074686,0.06182,0.213597,0.073241,0.896279
0.508988,0.064309,0.06862,0.188112,0.071677,0.9017059999999999
0.476311,0.064204,0.059037,0.204098,0.080422,0.884072
0.499182,0.062186,0.091989,0.1878,0.058998,0.9001549999999999
0.501914,0.074875,0.060381,0.179709,0.060519,0.877398
0.530128,0.166265,0.068158,0.211423,0.07176,1.047734
0.475585,0.097029,0.07206,0.186615,0.064167,0.8954559999999999
0.673154,0.079814,0.069917,0.196578,0.063499,1.082962
