new_order,payment,order_status,delivery,stock_level,total_time
0.149965,0.058098,0.019487,0.131693,0.017032,0.37627499999999997
0.132426,0.033639,0.026368,0.157742,0.021988,0.372163
0.119429,0.032348,0.028752,0.129421,0.014407,0.324357
0.10942,0.024364,0.017759,0.112678,0.023643,0.28786400000000006
0.125535,0.023627,0.025711,0.107424,0.020187,0.30248400000000003
0.143882,0.022952,0.030296,0.118088,0.017331,0.332549
0.108897,0.03177,0.036834,0.132666,0.013722,0.323889
0.113425,0.023385,0.025861,0.13667,0.01703,0.31637099999999996
0.119721,0.030628,0.024832,0.119889,0.018154,0.31322399999999995
0.145475,0.034341,0.028318,0.171335,0.01548,0.394949
0.11128,0.066085,0.016779,0.158912,0.013461,0.366517
0.10634,0.021935,0.016585,0.171096,0.024644,0.3406
0.149704,0.024731,0.019527,0.134465,0.016287,0.344714
0.137177,0.045257,0.028995,0.122087,0.018111,0.35162699999999997
0.145073,0.022889,0.024959,0.163931,0.014384,0.371236
0.117813,0.022683,0.016473,0.177723,0.017708,0.3524
0.116282,0.023365,0.024061,0.160207,0.012084,0.33599899999999994
0.126391,0.021585,0.016597,0.159921,0.01422,0.338714
0.126619,0.028508,0.03354,0.137518,0.014102,0.34028700000000006
0.116937,0.038943,0.016189,0.137971,0.013127,0.323167
0.111856,0.022256,0.026737,0.136886,0.013516,0.31125100000000006
0.116394,0.029327,0.025667,0.135675,0.016276,0.323339
0.17868,0.031707,0.018313,0.146111,0.015564,0.390375
0.117956,0.024235,0.026504,0.1379,0.011963,0.318558
0.112457,0.031314,0.015474,0.133086,0.017419,0.30975
0.122855,0.024016,0.017569,0.124815,0.014832,0.304087
0.127714,0.042494,0.036002,0.120728,0.012733,0.339671
0.148723,0.023591,0.026808,0.146441,0.017756,0.36331899999999995
0.129006,0.029317,0.050114,0.20201,0.027768,0.438215
0.121004,0.06035,0.024346,0.147038,0.017368,0.370106
0.146085,0.034605,0.020109,0.152027,0.014496,0.367322
0.126035,0.030992,0.024401,0.136948,0.013183,0.331559
0.121027,0.029019,0.023862,0.119091,0.02133,0.314329
0.118174,0.02895,0.016078,0.123319,0.014834,0.30135500000000004
0.103449,0.035758,0.022962,0.153262,0.014493,0.329924
0.132056,0.02206,0.016491,0.145936,0.013262,0.329805
0.122138,0.032656,0.016075,0.15281,0.013268,0.336947
0.121109,0.027884,0.0248,0.279253,0.017531,0.47057699999999997
0.120614,0.028946,0.054547,0.158355,0.015607,0.37806899999999993
0.12843,0.022423,0.024078,0.097508,0.015986,0.288425
0.107867,0.032523,0.027669,0.138591,0.013957,0.320607
0.120827,0.032825,0.016367,0.115734,0.01274,0.298493
0.11382,0.030069,0.016522,0.13459,0.013112,0.30811299999999997
0.11743,0.021421,0.02441,0.107769,0.015687,0.286717
0.113954,0.031845,0.015562,0.183306,0.026154,0.370821
0.121025,0.029032,0.02268,0.173282,0.023644,0.36966299999999996
0.109384,0.032314,0.026502,0.127335,0.016577,0.312112
0.114405,0.021071,0.0163,0.139687,0.015804,0.307267
0.123556,0.020889,0.022938,0.126056,0.013382,0.306821
0.144648,0.025959,0.027635,0.154167,0.017087,0.369496
0.120031,0.029663,0.016201,0.407382,0.089325,0.662602
0.126529,0.021641,0.044517,0.177064,0.012941,0.382692
0.105527,0.021504,0.024539,0.114602,0.013376,0.279548
0.104473,0.029464,0.026244,0.09632,0.012412,0.26891299999999996
0.108898,0.021858,0.027908,0.134925,0.012407,0.305996
0.105602,0.021544,0.027707,0.136894,0.01383,0.305577
0.113976,0.021829,0.027525,0.136793,0.019313,0.31943600000000005
0.12366,0.041989,0.016474,0.162552,0.017007,0.36168199999999995
0.143729,0.041136,0.016577,0.166979,0.09883,0.46725099999999997
0.149815,0.020782,0.027539,0.134023,0.014335,0.34649399999999997
0.12161,0.028943,0.032122,0.124017,0.015995,0.32268699999999995
0.158613,0.032625,0.019262,0.145337,0.017762,0.373599
0.120177,0.022213,0.016429,0.154512,0.013871,0.32720200000000005
0.133504,0.029994,0.016433,0.142096,0.015101,0.337128
0.141488,0.031595,0.055033,0.116332,0.013676,0.358124
0.10462,0.036781,0.0344,0.150417,0.014384,0.340602
0.110317,0.023074,0.034134,0.131813,0.014859,0.314197
0.113716,0.036542,0.027304,0.156808,0.016141,0.350511
0.108839,0.039104,0.028872,0.113368,0.01346,0.303643
0.112346,0.032568,0.015923,0.135339,0.013385,0.309561
0.115132,0.022384,0.017883,0.11624,0.013565,0.285204
0.12637,0.033537,0.01753,0.336624,0.160749,0.67481
0.135497,0.022614,0.016251,0.61134,0.250368,1.03607
0.190362,0.022575,0.016692,0.139038,0.01442,0.383087
0.121269,0.035303,0.02921,0.117838,0.012718,0.316338
0.123691,0.021983,0.023511,0.122815,0.015067,0.307067
0.107906,0.029775,0.024463,0.138885,0.014806,0.315835
0.110978,0.058764,0.025395,0.175991,0.014818,0.385946
0.133716,0.02996,0.017454,0.251755,0.013951,0.44683599999999996
0.133281,0.023355,0.028116,0.171997,0.015074,0.37182299999999996
0.124305,0.032423,0.034873,0.135359,0.013695,0.34065500000000004
0.125868,0.021942,0.024788,0.168392,0.013797,0.354787
0.127708,0.038103,0.027582,0.361121,0.226866,0.78138
0.175529,0.032341,0.025053,0.177604,0.017193,0.42772
0.123583,0.031942,0.023838,0.12776,0.013257,0.32038000000000005
0.128483,0.029107,0.035801,0.153795,0.013576,0.36076199999999997
0.106561,0.029758,0.053336,0.143066,0.015149,0.34787
0.16197,0.033608,0.019844,0.141979,0.019835,0.37723599999999996
0.137297,0.025939,0.031148,0.151475,0.013688,0.359547
0.126473,0.021809,0.016069,0.175634,0.014643,0.354628
0.12454,0.033557,0.016322,0.132482,0.017842,0.324743
0.15184,0.029761,0.023673,0.113906,0.014152,0.333332
0.122492,0.040674,0.028004,0.149473,0.013741,0.35438400000000003
0.11546,0.030556,0.027715,0.132693,0.016041,0.322465
0.132723,0.039302,0.026211,0.147728,0.014673,0.36063700000000004
0.114974,0.021931,0.016708,0.11709,0.019562,0.29026500000000005
0.124264,0.022247,0.028819,0.173544,0.204387,0.553261
0.179218,0.03496,0.030538,0.130732,0.015876,0.391324
0.141734,0.033769,0.041932,0.123492,0.014277,0.35520399999999996
0.140829,0.032465,0.0244,0.143361,0.01503,0.356085
